Descripcion,Codigo,Categoria,Benavídez,Gallo,Anea,Pilar,Tortuguitas,Del Viso,Chica Glade,San Martín,Hipocampus,Mundo Mascotas,Yaguar,King Clor,Diserquim,Moreno,Roberto,Viejo Gets,Viejo Cuero,Mis Nietos,Profesional Vet,Premier,Dacam
Pacha Cocktail,5103.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Pacha Cocktail x 22 kg.,1146.0,Perro Adulto,18023.0,,16851.0,,,,,,,19208.0,,,,,,,,,,,
Pacha Mix,5105.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Pacha Mix x 15 kg.,1148.0,Perro Adulto,,13059.0,,,,,,,,,,,,,,,,,,,
Pacha Mix x 22 kg.,1149.0,Perro Adulto,18023.0,18578.0,16851.0,,,,,,,18424.0,,,,,,,,,,,
Pajaro Pellet,5106.0,Balanceados Granel,,,,,,,,,,,,,,,,,,,,,
Pajaro Pellet x 25 kg.,1150.0,Balanceados,,27207.0,,,,,,,,,,,,,,,,,,,
Pala c/ Cabo Florida,4508.0,Limpieza,,,,,,,,,,,,,,570.0,,,,,,798.0,
Pala c/ Cabo y Goma Datomax,1905611.0,Limpieza,,,,,,,,,,,,,,,,,,1828.0,,,
Pala de Mano c/ Goma Renato,1906119.0,Limpieza,,,,,,,,,,,,,,,,,,542.0,,,
Pala de Mano Plas Z Premier,1905981.0,Limpieza,,,,,,,,,,,,,,,,,,,,350.0,
Pala de Mano Renato,1906118.0,Limpieza,,,,,,,,,,,,,,,,,,377.0,,,
Palangana Florida x 9 lts.,1905919.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Palangana Quechua x 10 lts.,1905920.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Palangana Quechua x 11 lts.,1905921.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Palangana Quechua x 6 lts.,1905917.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Palangana Quechua x 8 lts.,1905918.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Palita Sanitaria,4237.0,Mascotas,,412.0,500.0,,,,,,347.0,,,,,,,,,,,,
Palmeta Mata Mosca,2012.0,Venenos,,,,,,,,,,,,,,,,,,290.0,,198.0,
Palo Mordillo Ancho,1906159.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pañales Pañopet x 3 u.,2023.0,Mascotas,,,,,,,,,2021.0,2400.0,,,,,,,,,,,
Paño Ballerina Amarillo,1905384.0,Limpieza,,,,,,,,,,,,,,,,,,196.0,,289.0,
Paños Absorbentes Golden Breeze x 30 u.,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Paños Absorbentes Golden Breeze x u.,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Papel Higienico Elegante 30 Metros x 4 u.,1905173.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Papel Higienico Elegante 30 Metros x 6 u.,8007.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Papel Higienico Elegante Aloe Vera 30 Metros x 6 u.,1905656.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Papel Higienico Higienol 30 Metros x 4 u.,1906013.0,Limpieza,,,,,,,,,,,1100.0,,,,,,,,,,
Papel Higienico Higienol Celeste Doble Hoja 30 Metros x 4 u.,1905600.0,Limpieza,,,,,,,,,,,0.0,,,,,,,,,,
Papel Higienico Higienol Doble Hoja Plus 30 Metros x 4 u.,1905893.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Papel Higienico Higienol Export 30 Metros x 4 u.,1905894.0,Limpieza,,,,,,,,,,,1179.19,,,,,,,,,,
Papel Higienico Higienol Fresh x 30 Metros,1906068.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Papel Higienico Higienol Rosa Doble Hoja 30 Metros x 4 u.,1905895.0,Limpieza,,,,,,,,,,,2176.33,,,,,,,,,,
Papel Higienico My Hogar 30 Metros,1906048.0,Limpieza,,,,,,,,,,,355.0,,,,,,,,,,
Papel Higienico My Hogar 30 Metros x 4 u.,1905602.0,Limpieza,,,,,,,,,,,1167.78,,,,,,,,,,
Papel Higienico My Hogar 30 Metros x 6 u.,1905817.0,Limpieza,,,,,,,,,,,1635.0,,,,,,,,,,
Papel Higienico My Hogar 50 Metros,1905601.0,Limpieza,,,,,,,,,,,437.04,,,,,,,,,,
Papel Higienico My Hogar 80 Metros,1905947.0,Limpieza,,,,,,,,,,,800.0,,,,,,,,,,
Papel Higienico My Hogar Doble Hoja 30 Metros x 4 u.,1905819.0,Limpieza,,,,,,,,,,,1174.0,,,,,,,,,,
Papel Higienico My Hogar Natural 30 Metros x 4 u.,1905655.0,Limpieza,,,,,,,,,,,829.0,,,,,,,,,,
Papel Higienico My Hogar Natural 30 Metros x 6 u.,1905818.0,Limpieza,,,,,,,,,,,1098.99,,,,,,,,,,
Papel Higienico My Hogar Natural 50 Metros x 4 u.,1905603.0,Limpieza,,,,,,,,,,,1165.0,,,,,,,,,,
Papel Higienico My Hogar Texturado 30 Metros x 4 u.,1905820.0,Limpieza,,,,,,,,,,,899.01,,,,,,,,,,
Papel Higienico My Hogar Texturado 30 Metros x 6 u.,1905821.0,Limpieza,,,,,,,,,,,1489.0,,,,,,,,,,
Pasacera Piragua,1905737.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Pastilla Cloro Triple Accion Chica,6013.0,Pileta,,,,,,,,,,,,,,,,,,,,,
Pastilla Cloro Triple Accion Chica x 20 u.,2013.0,Pileta,,,,,,,,,10865.0,,,,,8357.0,,,,,,,
Pastilla Cloro Triple Accion Grande,6014.0,Pileta,,,,,,,,,,,,,,,,,,,,,
Pastilla Cloro Triple Accion Grande x 5 u.,2014.0,Pileta,,21604.0,,,,,,,10432.0,,,,,8677.0,,,,,,,
Pastilla Fumixan Hogar x 50 grs.,1905120.0,Venenos,,,,,,,,,3960.0,,,,,,,,,,,,
Pato Adhesivo,1905876.0,Limpieza,,,,,,,1076.67681,,,,,,,,,,,,,,
Pato Bloque Mochila x 1 u.,1905841.0,Limpieza,,,,,,,1702.40313,,,,,,,,,,,,,,
Pato Canasta Liquida Full,1905639.0,Limpieza,,,,,,,2682.97095,,,,,,,,,,,,,,
Pato Canasta Liquida Repuesto,1905877.0,Limpieza,,,,,,,2293.58832,,,,,,,,,,,,,,
Pato Disco Adhesivo Full,1905878.0,Limpieza,,,,,,,3709.38219,,,,,,,,,,,,,,
Pato Discos Adhesivo Repuesto,1905879.0,Limpieza,,,,,,,2427.00891,,,,,,,,,,,,,,
Pato Gel Manual x 500 cc.,1905880.0,Limpieza,,,,,,,2355.80532,,,,,,,,,,,,,,
Pato Limpiador Inodoro Gel Durazno x 500 cc.,1906006.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Pato Limpiador Inodoro Gel Floral x 500 cc.,1906005.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Patriota Gato x 15 kg.,1905225.0,Gato,,,,,15500.0,,,,,,,,,,,,,,,,
Pedigree,5110.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Pedigree / Whiskas Latas,4240.0,Mascotas,1944.0,1820.0,1860.0,,,,,,,1600.0,,,,,,,,,,,
Pedigree / Whiskas Pouch,4332.0,Mascotas,619.0,578.0,,,,,,,0.0,600.0,,,,,,,,,,,
Pedigree / Whiskas Pouch x 12 u.,1905262.0,Mascotas,,,7095.0,,,,,,,,,,,,,,,,,,
Pedigree Cachorro,5107.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Pedigree Cachorro x 21 kg.,1151.0,Perro Cachorro,44615.0,43498.0,43025.0,,41900.0,,,,,42336.0,,,,,,,,,,,
Pedigree Dentastix Razas Medianas,4238.0,Mascotas,363.0,328.0,371.0,,,,,,,360.0,,,,,,,,,,,
Pedigree Dentastix Razas Medianas x 3 u.,38188.0,Mascotas,1036.0,943.0,1063.0,,1020.0,,,,,1000.0,,,,,,,,,,,
Pedigree Dentastix Razas Medianas x 7 u.,8189.0,Mascotas,2005.0,1825.0,2058.0,,2000.0,,,,,2080.0,,,,,,,,,,,
Pedigree Dentastix Razas Pequeñas,4239.0,Mascotas,300.0,274.0,308.0,,,,,,,320.0,,,,,,,,,,,
Pedigree Dentastix Razas Pequeñas x 3 u.,8190.0,Mascotas,888.0,808.0,960.0,,1680.0,,,,,800.0,,,,,,,,,,,
Pedigree Dentastix Razas Pequeñas x 7 u.,8191.0,Mascotas,1704.0,1553.0,1844.0,,1680.0,,,,,1760.0,,,,,,,,,,,
Pedigree Razas Pequeñas,5108.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Pedigree Razas Pequeñas x 15 kg.,1153.0,Perro Adulto,31820.0,31027.0,30686.0,,29950.0,,,,,32144.0,,,,,,,,,,,
Pedigree x 21 kg.,1157.0,Perro Adulto,42218.0,41161.0,40563.0,,39650.0,,,,,40219.0,,,,,,,,,,,
Peine de Acero,1905234.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Peine de Acero Recto,1905233.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Peine Saca Nudo,1906049.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Alambre c/ Ratita Color,8096.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Anti Estress Grande,4400.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Anti Estress Mediana,4399.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
"Pelota c/ Cascabel, Pluma y Resorte",8088.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Caucho Lisa Mediana,1905071.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Chifle Chichon,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Chifle G,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Chifle Huellitas Grande Multicolor,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Color Tubo x 28 u.,1905064.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Color Tubo x u.,1905065.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Colorida c/ Sonajero,8061.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota de Basquet Chifle Caucho,1905129.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota de Soga Chica,1905068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota de Soga Mediana,1905067.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Goma Chica,8063.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Goma Dura Roja,8073.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Hilo Cascabel,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Luminosa,1905070.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Maciza Chica,1905257.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Maciza Grande,1905210.0,Mascotas,,,,,,,,,3839.0,,,,,,,,,,,,
Pelota Maciza Mediana,1905461.0,Mascotas,,,,,,,,,2160.0,,,,,,,,,,,,
Pelota Porta Alimento XL,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Pulpo N° 1,44405.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Pulpo N° 2,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Saltarina Fluor,1905138.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Sisal Cara Payaso p/ Gato,8093.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Sonajero Chica,44498.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Sonajero Gato Brillosa,1905054.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Sonajero x 4 u.,8089.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Sponge Ball Fluo Chica,1905128.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Sponge Ball Fluo Grande,44409.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelota Tenis x u.,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelotas de Colores,8092.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelotas Macizas Chicas x 5 u.,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pelotas Macizas Grandes x 5 u.,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Peluche Rana,44500.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Performance,5114.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Performance Cachorro,5111.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Performance Cachorro x 15 kg.,1159.0,Perro Cachorro,,45489.0,45301.0,,41980.0,,,,,44080.0,,,,,,,,,,,
Performance Gato,5113.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
"Performance Gato x 7,5 kg.",1161.0,Gato,,35096.0,34950.0,,,,,,,34200.0,,,,,,,,,,,
Performance x 15 kg.,1905280.0,Perro Adulto,,42145.0,41970.0,,38890.0,,,,,,,,,,,,,,,,
Performance x 20 kg.,1163.0,Perro Adulto,,53946.0,53726.0,,53810.0,,,,,52060.0,,,,,,,,,,,
Perfume p/ Ropa Poett,1905443.0,Limpieza,,,,,,,,,,,2870.0,,,,,,,,,,
Perfume p/ Ropa x 1 lt.,1905519.0,Liquidos,,,,,,,,,,,,2900.0,,842.0,,,,,,,
Perfume p/ Ropa x 250 cc.,1905517.0,Liquidos,,,,,,,,,,,,,,,,,,,,,
Perfume p/ Ropa x 500 cc.,1905518.0,Liquidos,,,,,,,,,,,,,,,,,,,,,
Perfume Querubin,1906051.0,Limpieza,,,,,,,,,,,1060.0,,,,,,,,,,
Perfumero Spray x 200 cc.,4504.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
PerroLac Sustituto Lacteo,1905175.0,Mascotas,,,7079.0,,6300.0,,,,6037.0,8000.0,,,,,,,,,,,
Pesa Chifle Siliconada,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pesa Escorpion Siliconada,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pesa Sonajero Lazy,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Piedritas Maderitas Poopypets x 15 kg.,1905455.0,Mascotas,,,6326.0,,6210.0,,,,,,,,,,,,,,,,
Piedritas Maderitas Poopypets x 5 kg.,6030.0,Mascotas,,2823.0,,,,,,,,,,,,,,,,,,,
Piedritas Maderitas Poopypets x 5 u.,2030.0,Mascotas,,,11940.0,11165.0,12150.0,,,,,,,,,,,,,,,,
Piedritas Mittens x 10 kg.,1905458.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Piedritas Perfumadas Golden Breeze x 2 kg.,1905189.0,Mascotas,,,,,,,,,1232.5,,,,,,,,,,,,
Piedritas Perfumadas Golden Breeze x 4 kg.,44454.0,Mascotas,,,,,,,,,3150.0,,,,,,,,,,,,
Piedritas Rubicat Cassic x 5 kg.,1906068.0,Mascotas,,,,,3500.0,,,,,,,,,,,,,,,,
Piedritas Rubicat Lavanda x 5 kg.,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Piedritas Sanitarias Chicas x 10 u.,2015.0,Mascotas,7188.0,,,7533.0,,,,,,,,,,,,,,,,,
Piedritas Sanitarias Grandes x 5 u.,2016.0,Mascotas,7188.0,,,7533.0,,,,,,,,,,,,,,,,,
Piedritas Sanitarias x 10 kg,4248.0,Mascotas,3594.0,,,3881.0,,,,,,,,,,,,,,,,,
Piedritas Sanitarias x 2 kg.,6015.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Piedritas Sanitarias x 4 kg.,6016.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
"Piedritas Silicas CanCat x 3,8 lts.",1905211.0,Mascotas,,9354.0,9238.0,,,,,,7369.0,9408.0,,,,,,,,,,,
"Piedritas Silicas Fragancias Animal Pet x 3,8 lts",4249.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pipeta Babs 00-05 kg.,4251.0,Veterinaria,,1137.0,,,,,,,,,,,,,,,,,,,
Pipeta Babs 05-10 kg.,4252.0,Veterinaria,,1220.0,,,,,,,,,,,,,,,,,,,
Pipeta Babs 10-20 kg.,4253.0,Veterinaria,,1331.0,,,,,,,,,,,,,,,,,,,
Pipeta Babs 20-40 kg.,4254.0,Veterinaria,,1613.0,,,,,,,,,,,,,,,,,,,
Pipeta Babs 40-60 kg.,4255.0,Veterinaria,,1747.0,,,,,,,,,,,,,,,,,,,
Pipeta Babs Gato,4256.0,Veterinaria,,1220.0,,,,,,,,,,,,,,,,,,,
Pipeta Hectopar 00-04 kg.,4257.0,Veterinaria,,,1767.0,,,,,,1063.0,1400.0,,,,,,,,,,,
Pipeta Hectopar 05-10 kg.,4258.0,Veterinaria,,,1807.0,,,,,,1063.0,1400.0,,,,,,,,,,,
Pipeta Hectopar 10-25 kg.,4259.0,Veterinaria,,,1847.0,,,,,,1063.0,1400.0,,,,,,,,,,,
Pipeta Hectopar 25-40 kg.,4260.0,Veterinaria,,,1901.0,,,,,,1063.0,1400.0,,,,,,,,,,,
Pipeta Hectopar 40-60 kg.,4261.0,Veterinaria,,,1981.0,,,,,,1063.0,1400.0,,,,,,,,,,,
Pipeta Hectopar Gato 00-04 kg.,4262.0,Veterinaria,,,1728.0,,,,,,1063.0,1400.0,,,,,,,,,,,
Pipeta Hectopar Gato 05-08 kg.,4263.0,Veterinaria,,,1767.0,,,,,,1063.0,1400.0,,,,,,,,,,,
Pipeta Perfos Gato Multidosis,1906052.0,Veterinaria,,,,,,,,,0.0,5700.0,,,,,,,,,,,
Pipeta Perfos Perro Multidosis,1906053.0,Veterinaria,,,,,,,,,0.0,24320.0,,,,,,,,,,,
Pipeta Power 02-04 kg.,4264.0,Veterinaria,,1867.0,,,1400.0,,,,1405.0,2128.0,,,,,,,,,,,
Pipeta Power 05-10 kg.,4265.0,Veterinaria,,2028.0,,,1500.0,,,,1473.0,2432.0,,,,,,,,,,,
Pipeta Power 10-20 kg.,4266.0,Veterinaria,,2278.0,2842.0,,1700.0,,,,1652.0,2660.0,,,,,,,,,,,
Pipeta Power 20-40 kg.,4267.0,Veterinaria,,3072.0,3837.0,,2300.0,,,,2230.0,3648.0,,,,,,,,,,,
Pipeta Power 40-60 kg.,4268.0,Veterinaria,,3857.0,4816.0,,2900.0,,,,2799.0,4636.0,,,,,,,,,,,
Pipeta Power Gato 00-04 kg.,4269.0,Veterinaria,,1996.0,2339.0,,0.0,,,,0.0,2204.0,,,,,,,,,,,
Pipeta Power Gato 04-08 kg.,4270.0,Veterinaria,,2370.0,2339.0,,0.0,,,,0.0,2432.0,,,,,,,,,,,
Pipeta Pulmax 02-05 kg.,1905182.0,Veterinaria,,,,,1000.0,,,,1108.0,,,,,,,,,,,,
Pipeta Pulmax 05-10 kg.,1905183.0,Veterinaria,,,,,1000.0,,,,1108.0,,,,,,,,,,,,
Pipeta Pulmax 10-20 kg.,1905184.0,Veterinaria,,,,,1130.0,,,,1108.0,,,,,,,,,,,,
Pipeta Pulmax 20-40 kg.,1905185.0,Veterinaria,,,,,1130.0,,,,1108.0,,,,,,,,,,,,
Pipeta Pulmax 40-60 kg.,1905186.0,Veterinaria,,,,,1130.0,,,,1108.0,,,,,,,,,,,,
Pipeta Pulmax Gato 00-04 kg.,1905180.0,Veterinaria,,,,,,,,,1108.0,,,,,,,,,,,,
Pipeta Pulmax Gato 04-08 kg.,1905181.0,Veterinaria,,,,,1000.0,,,,1108.0,,,,,,,,,,,,
Placa,255.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Plaquitas,44514.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Plumero Chico,1905984.0,Limpieza,,,,,,,,,,,,,,,,,,2875.0,,3350.0,
Plumero de Techo,1906115.0,Limpieza,,,,,,,,,,,,,,,,,,1490.0,,,
Plumero de Techo Punk,1906116.0,Limpieza,,,,,,,,,,,,,,,,,,1478.0,,,
Plumero Grande,1905986.0,Limpieza,,,,,,,,,,,,,,,,,,4835.0,,,
Plumero Mediano,1905985.0,Limpieza,,,,,,,,,,,,,,,,,,3920.0,,,
Poett Aerosol Desodorante Ambiente,1905764.0,Limpieza,,,,,,,,,,,1890.46,,,,,,,,,,
Poett Desodorante Inodoro c/ Red,1905765.0,Limpieza,,,,,,,,,,,1385.0,,,,,,,,,,
Poett Desodorante Inodoro Canasta Full,8039.0,Limpieza,,,,,,,,,,,1985.01,,,,,,,,,,
Poett Desodorante Inodoro Canasta Repuesto,1905954.0,Limpieza,,,,,,,,,,,1700.0,,,,,,,,,,
Polenta,5115.0,Balanceados Granel,,,,,,,,,,,,,,,,,,,,,
Polenta x 30 kg.,1164.0,Balanceados,,11756.0,,9350.0,,,,,,,,,,,,,,,,,
Polivitaminico EG Sobre x 25 grs.,1905324.0,Veterinaria,,,,,,,,,,,,,,,,,,,,,
Ponedora,5117.0,Balanceados Granel,,,,,,,,,,,,,,,,,,,,,
Ponedora x 25 kg.,1905268.0,Balanceados,,9077.0,,,,,,,,,,,,,,,,,,,
Ponedora x 30 kg.,1167.0,Balanceados,,,,11328.0,,,,,,,,,,,,,,,,,
Porta Bolsas Crom,1905751.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Power Comprimidos 02-05 kg.,4271.0,Veterinaria,,3807.0,4345.0,,3150.0,,,,2714.0,4180.0,,,,,,,,,,,
Power Comprimidos 05-10 kg.,4272.0,Veterinaria,,4250.0,4848.0,,3530.0,,,,3029.0,4636.0,,,,,,,,,,,
Power Comprimidos 10-20 kg.,4273.0,Veterinaria,,4707.0,5372.0,,3900.0,,,,3356.0,5168.0,,,,,,,,,,,
Power Comprimidos 20-30 kg.,4274.0,Veterinaria,,5894.0,6728.0,,4900.0,,,,4205.0,6232.0,,,,,,,,,,,
Power Comprimidos 30-40 kg.,4275.0,Veterinaria,,6920.0,7896.0,,5750.0,,,,4933.0,7524.0,,,,,,,,,,,
Pretal c/ Alas,1906068.0,Mascotas,,,,,,,,,3266.0,,,,,,,,,,,,
Pretal c/ Mochila T° S,1905132.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pretal Cuero N° 0,8067.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pretal Cuero N° 1,8068.0,Mascotas,,,,,,,,,,,,,,,,,0.0,,,,
Pretal Cuero N° 2,8069.0,Mascotas,,,,,,,,,,,,,,,,,0.0,,,,
Pretal Cuero N° 3,8070.0,Mascotas,,,,,,,,,,,,,,,,,0.0,,,,
Pretal Estampado L/XL,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pretal Fluor Chico,1905219.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pretal Gato,1905342.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pretal Importado N° 1,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pretal Importado N° 3,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pretal N° 1,4276.0,Mascotas,,,,,,,,,3848.0,,,,,,,,,,,,
Pretal N° 2,4277.0,Mascotas,,,,,,,,,4032.0,,,,,,,,,,,,
Pretal N° 3,4278.0,Mascotas,,,,,,,,,4184.0,,,,,,,,,,,,
Pretal N° 4,4279.0,Mascotas,,,,,,,,,4280.0,,,,,,,,,,,,
Pretal N° 5,4280.0,Mascotas,,,,,,,,,6774.0,,,,,,,,,,,,
Pretal Nato 40,44457.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pretal Nylon Chico,44458.0,Mascotas,,,,,,,,,1462.0,,,,,,,,,,,,
Pretal Nylon Mediano,1905123.0,Mascotas,,,,,,,,,1827.0,,,,,,,,,,,,
Pretal Osito/Estrellita Mediano,1905075.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pretal Tela T° L,44502.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pretal Tela T° M,44503.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pretal Tela T° XL,44504.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Pro Plan,5127.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Pro Plan Cachorro,5120.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Pro Plan Cachorro Razas Pequeñas,5119.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Pro Plan Cachorro Razas Pequeñas x 3 kg.,1905888.0,Mascotas,,21382.0,21771.0,,,,,,,,,,,,,,,,,,
"Pro Plan Cachorro Razas Pequeñas x 7,5 kg.",1169.0,Perro Cachorro,42500.0,44722.0,45532.0,,43530.0,,,,,,,,,,,,,,,,
Pro Plan Cachorro x 15 kg.,1170.0,Perro Cachorro,66944.0,70441.0,71721.0,,67980.0,,,,,68400.0,,,,,,,,,,,
Pro Plan Gatitos,1905205.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
"Pro Plan Gatitos x 7,5 kg.",1905217.0,Gato,,63706.0,64860.0,,62010.0,,,,,63080.0,,,,,,,,,,,
Pro Plan Gato Esterilizado x 3 kg.,1905388.0,Mascotas,,,31022.0,,30170.0,,,,,30400.0,,,,,,,,,,,
Pro Plan Gato Urinary,5124.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
Pro Plan Gato Urinary x 15 kg.,1173.0,Gato,,108137.0,110101.0,,104360.0,,,,,106400.0,,,,,,,,,,,
"Pro Plan Gato Urinary x 7,5 kg.",1174.0,Gato,,63184.0,64330.0,,61510.0,,,,,63080.0,,,,,,,,,,,
Pro Plan Gato x 3 kg.,1905389.0,Mascotas,,26495.0,26978.0,,26240.0,,,,,28120.0,,,,,,,,,,,
Pro Plan Pouch,1905196.0,Mascotas,,,,,,,,,,1200.0,,,,,,,,,,,
Pro Plan Razas Pequeñas,5126.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Pro Plan Razas Pequeñas x 3 kg.,1905444.0,Mascotas,,19373.0,19724.0,,,,,,,,,,,,,,,,,,
"Pro Plan Razas Pequeñas x 7,5 kg.",1176.0,Perro Adulto,38504.0,40519.0,41252.0,,39440.0,,,,,39520.0,,,,,,,,,,,
Pro Plan x 15 kg.,1177.0,Perro Adulto,60841.0,64021.0,65182.0,,61780.0,,,,,63080.0,,,,,,,,,,,
Procenex Antigrasa x 450 cc.,1905966.0,Limpieza,,,,,,,,,,,1090.0,,,,,,,,,,
Procenex Baño x 420 cc.,1905955.0,Limpieza,,,,,,,,,,,1120.0,,,,,,,,,,
Procenex Pisos x 900 cc.,1905967.0,Limpieza,,,,,,,,,,,1172.3,,,,,,,,,,
Profesional Vet,1906161.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Profesional Vet Cachorro,1905334.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Profesional Vet Cachorro Razas Pequeñas,1905333.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Profesional Vet Cachorro Razas Pequeñas x 15 kg.,1905309.0,Perro Adulto,,,,,,,,,,29792.0,,,,,,,,,27129.0,,
Profesional Vet Cachorro x 15 kg.,1905309.0,Perro Adulto,,,,,29250.0,,,,,29792.0,,,,,,,,,27129.0,,
Profesional Vet Cachorro x 3 kg.,1905451.0,Mascotas,,,,,,,,,,,,,,,,,,,7714.0,,
Profesional Vet Cordero,1905311.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Profesional Vet Cordero x 15 kg.,1905311.0,Perro Adulto,,,,,31400.0,,,,,,,,,,,,,,29076.0,,
